count;year;gender_event;gender_athlete;event;type;family_name_ok;given_name_ok;country;continent;country_career;athlete_ok;medal
1879;1975;Men;Men;400m Medley;Individual;Hargitay;Andras;HUN;Europe;HUN;Andras Hargitay (HUN);Gold
1880;1975;Men;Men;400m Medley;Individual;Smirnov;Anatoly;URS;Europe;URS;Anatoly Smirnov (URS);Silver
1881;1975;Men;Men;400m Medley;Individual;Geisler;Hans-Joachim;FRG;Europe;FRG;Hans-Joachim Geisler (FRG);Bronze
1907;1975;Men;Men;4 x 100m Freestyle;Relay;Furniss;Bruce;USA;America;USA;Bruce Furniss (USA);Gold
1908;1975;Men;Men;4 x 100m Freestyle;Relay;Montgomery;Jim;USA;America;USA;Jim Montgomery (USA);Gold
1909;1975;Men;Men;4 x 100m Freestyle;Relay;Coan;Andy;USA;America;USA;Andy Coan (USA);Gold
1910;1975;Men;Men;4 x 100m Freestyle;Relay;Murphy;John;USA;America;USA;John Murphy (USA);Gold
1911;1975;Men;Men;4 x 100m Freestyle;Relay;Steinbach;Klaus;FRG;Europe;FRG;Klaus Steinbach (FRG);Silver
1912;1975;Men;Men;4 x 100m Freestyle;Relay;Braunleder;Dirk;FRG;Europe;FRG;Dirk Braunleder (FRG);Silver
1913;1975;Men;Men;4 x 100m Freestyle;Relay;Meier;Kersten;FRG;Europe;FRG;Kersten Meier (FRG);Silver
1914;1975;Men;Men;4 x 100m Freestyle;Relay;Nocke;Peter;FRG;Europe;FRG;Peter Nocke (FRG);Silver
1915;1975;Men;Men;4 x 100m Freestyle;Relay;Pangaro;Roberto;ITA;Europe;ITA;Roberto Pangaro (ITA);Bronze
1916;1975;Men;Men;4 x 100m Freestyle;Relay;Barelli;Paolo;ITA;Europe;ITA;Paolo Barelli (ITA);Bronze
1917;1975;Men;Men;4 x 100m Freestyle;Relay;Zei;Claudio;ITA;Europe;ITA;Claudio Zei (ITA);Bronze
1918;1975;Men;Men;4 x 100m Freestyle;Relay;Guarducci;Marcello;ITA;Europe;ITA;Marcello Guarducci (ITA);Bronze
1951;1975;Men;Men;4 x 200m Freestyle;Relay;Steinbach;Klaus;FRG;Europe;FRG;Klaus Steinbach (FRG);Gold
1952;1975;Men;Men;4 x 200m Freestyle;Relay;Lampe;Werner;FRG;Europe;FRG;Werner Lampe (FRG);Gold
1953;1975;Men;Men;4 x 200m Freestyle;Relay;Geisler;Hans-Joachim;FRG;Europe;FRG;Hans-Joachim Geisler (FRG);Gold
1954;1975;Men;Men;4 x 200m Freestyle;Relay;Nocke;Peter;FRG;Europe;FRG;Peter Nocke (FRG);Gold
1955;1975;Men;Men;4 x 200m Freestyle;Relay;Mcclatchey;Alan;GBR;Europe;GBR;Alan Mcclatchey (GBR);Silver
1956;1975;Men;Men;4 x 200m Freestyle;Relay;Brinkley;Brian;GBR;Europe;GBR;Brian Brinkley (GBR);Silver
1957;1975;Men;Men;4 x 200m Freestyle;Relay;Jameson;Gary;GBR;Europe;GBR;Gary Jameson (GBR);Silver
1958;1975;Men;Men;4 x 200m Freestyle;Relay;Downie;Gordon;GBR;Europe;GBR;Gordon Downie (GBR);Silver
1959;1975;Men;Men;4 x 200m Freestyle;Relay;Samsonov;Aleksandr;URS;Europe;URS;Aleksandr Samsonov (URS);Bronze
1960;1975;Men;Men;4 x 200m Freestyle;Relay;Rybakov;Anatoly;URS;Europe;URS;Anatoly Rybakov (URS);Bronze
1961;1975;Men;Men;4 x 200m Freestyle;Relay;Aboimov;Viktor;URS;Europe;URS;Viktor Aboimov (URS);Bronze
1962;1975;Men;Men;4 x 200m Freestyle;Relay;Krylov;Andrey;URS;Europe;URS, RUS;Andrey Krylov (URS, RUS);Bronze
1996;1975;Men;Men;4 x 100m Medley;Relay;Murphy;John;USA;America;USA;John Murphy (USA);Gold
1997;1975;Men;Men;4 x 100m Medley;Relay;Colella;Rick;USA;America;USA;Rick Colella (USA);Gold
1998;1975;Men;Men;4 x 100m Medley;Relay;Jagenburg;Greg;USA;America;USA;Greg Jagenburg (USA);Gold
1999;1975;Men;Men;4 x 100m Medley;Relay;Coan;Andy;USA;America;USA;Andy Coan (USA);Gold
2000;1975;Men;Men;4 x 100m Medley;Relay;Steinbach;Klaus;FRG;Europe;FRG;Klaus Steinbach (FRG);Silver
2001;1975;Men;Men;4 x 100m Medley;Relay;Kusch;Walter;FRG;Europe;FRG;Walter Kusch (FRG);Silver
2002;1975;Men;Men;4 x 100m Medley;Relay;Kraus;Michael;FRG;Europe;FRG;Michael Kraus (FRG);Silver
2003;1975;Men;Men;4 x 100m Medley;Relay;Nocke;Peter;FRG;Europe;FRG;Peter Nocke (FRG);Silver
2004;1975;Men;Men;4 x 100m Medley;Relay;Carter;Jim;GBR;Europe;GBR;Jim Carter (GBR);Bronze
2005;1975;Men;Men;4 x 100m Medley;Relay;Wilkie;David;GBR;Europe;GBR;David Wilkie (GBR);Bronze
2006;1975;Men;Men;4 x 100m Medley;Relay;Brinkley;Brian;GBR;Europe;GBR;Brian Brinkley (GBR);Bronze
2007;1975;Men;Men;4 x 100m Medley;Relay;Downie;Gordon;GBR;Europe;GBR;Gordon Downie (GBR);Bronze
2040;1978;Women;Women;100m Freestyle;Individual;Krause;Barbara;GDR;Europe;GDR;Barbara Krause (GDR);Gold
2041;1978;Women;Women;100m Freestyle;Individual;Jenssen;Lene;NOR;Europe;NOR;Lene Jenssen (NOR);Silver
2042;1978;Women;Women;100m Freestyle;Individual;Tsaryova;Larisa;URS;Europe;URS;Larisa Tsaryova (URS);Bronze
2092;1978;Women;Women;200m Freestyle;Individual;Woodhead;Cynthia;USA;America;USA;Cynthia Woodhead (USA);Gold
2093;1978;Women;Women;200m Freestyle;Individual;Krause;Barbara;GDR;Europe;GDR;Barbara Krause (GDR);Silver
2094;1978;Women;Women;200m Freestyle;Individual;Tsaryova;Larisa;URS;Europe;URS;Larisa Tsaryova (URS);Bronze
2137;1978;Women;Women;400m Freestyle;Individual;Wickham;Tracey;AUS;Oceania;AUS;Tracey Wickham (AUS);Gold
2138;1978;Women;Women;400m Freestyle;Individual;Woodhead;Cynthia;USA;America;USA;Cynthia Woodhead (USA);Silver
2139;1978;Women;Women;400m Freestyle;Individual;Linehan;Kim;USA;America;USA;Kim Linehan (USA);Bronze
2176;1978;Women;Women;800m Freestyle;Individual;Wickham;Tracey;AUS;Oceania;AUS;Tracey Wickham (AUS);Gold
2177;1978;Women;Women;800m Freestyle;Individual;Woodhead;Cynthia;USA;America;USA;Cynthia Woodhead (USA);Silver
2178;1978;Women;Women;800m Freestyle;Individual;Linehan;Kim;USA;America;USA;Kim Linehan (USA);Bronze
2207;1978;Women;Women;100m Butterfly;Individual;Pennington;Joan;USA;America;USA;Joan Pennington (USA);Gold
2208;1978;Women;Women;100m Butterfly;Individual;Pollack;Andrea;GDR;Europe;GDR;Andrea Pollack (GDR);Silver
2209;1978;Women;Women;100m Butterfly;Individual;Quirk;Wendy;CAN;America;CAN;Wendy Quirk (CAN);Bronze
2247;1978;Women;Women;200m Butterfly;Individual;Caulkins;Tracy;USA;America;USA;Tracy Caulkins (USA);Gold
2248;1978;Women;Women;200m Butterfly;Individual;Hogshead;Nancy;USA;America;USA;Nancy Hogshead (USA);Silver
2249;1978;Women;Women;200m Butterfly;Individual;Pollack;Andrea;GDR;Europe;GDR;Andrea Pollack (GDR);Bronze
2286;1978;Women;Women;100m Backstroke;Individual;Jezek;Linda;USA;America;USA;Linda Jezek (USA);Gold
2287;1978;Women;Women;100m Backstroke;Individual;Treiber;Birgit;GDR;Europe;GDR;Birgit Treiber (GDR);Silver
2288;1978;Women;Women;100m Backstroke;Individual;Gibson;Cheryl;CAN;America;CAN;Cheryl Gibson (CAN);Bronze
2322;1978;Women;Women;200m Backstroke;Individual;Jezek;Linda;USA;America;USA;Linda Jezek (USA);Gold
2323;1978;Women;Women;200m Backstroke;Individual;Treiber;Birgit;GDR;Europe;GDR;Birgit Treiber (GDR);Silver
2324;1978;Women;Women;200m Backstroke;Individual;Gibson;Cheryl;CAN;America;CAN;Cheryl Gibson (CAN);Bronze
2357;1978;Women;Women;100m Breaststroke;Individual;Bogacheva;Yulia;URS;Europe;URS;Yulia Bogacheva (URS);Gold
2358;1978;Women;Women;100m Breaststroke;Individual;Caulkins;Tracy;USA;America;USA;Tracy Caulkins (USA);Silver
2359;1978;Women;Women;100m Breaststroke;Individual;Kelly;Margaret;GBR;Europe;GBR;Margaret Kelly (GBR);Bronze
2401;1978;Women;Women;200m Breaststroke;Individual;Kachushite;Lina;URS;Europe;URS;Lina Kachushite (URS);Gold
2402;1978;Women;Women;200m Breaststroke;Individual;Bogacheva;Yulia;URS;Europe;URS;Yulia Bogacheva (URS);Silver
2403;1978;Women;Women;200m Breaststroke;Individual;Nielsson;Susanne;DEN;Europe;DEN;Susanne Nielsson (DEN);Bronze
2439;1978;Women;Women;200m Medley;Individual;Caulkins;Tracy;USA;America;USA;Tracy Caulkins (USA);Gold
2440;1978;Women;Women;200m Medley;Individual;Pennington;Joan;USA;America;USA;Joan Pennington (USA);Silver
2441;1978;Women;Women;200m Medley;Individual;Tauber;Ulrike;GDR;Europe;GDR;Ulrike Tauber (GDR);Bronze
2484;1978;Women;Women;400m Medley;Individual;Caulkins;Tracy;USA;America;USA;Tracy Caulkins (USA);Gold
2485;1978;Women;Women;400m Medley;Individual;Tauber;Ulrike;GDR;Europe;GDR;Ulrike Tauber (GDR);Silver
2486;1978;Women;Women;400m Medley;Individual;Schneider;Petra;GDR;Europe;GDR;Petra Schneider (GDR);Bronze
2512;1978;Women;Women;4 x 100m Freestyle;Relay;Caulkins;Tracy;USA;America;USA;Tracy Caulkins (USA);Gold
2513;1978;Women;Women;4 x 100m Freestyle;Relay;Elkins;Stephanie;USA;America;USA;Stephanie Elkins (USA);Gold
2514;1978;Women;Women;4 x 100m Freestyle;Relay;Sterkel;Jill;USA;America;USA;Jill Sterkel (USA);Gold
2515;1978;Women;Women;4 x 100m Freestyle;Relay;Woodhead;Cynthia;USA;America;USA;Cynthia Woodhead (USA);Gold
2516;1978;Women;Women;4 x 100m Freestyle;Relay;Witt;Heike;GDR;Europe;GDR;Heike Witt (GDR);Silver
2517;1978;Women;Women;4 x 100m Freestyle;Relay;Metschuk;Caren;GDR;Europe;GDR;Caren Metschuk (GDR);Silver
2518;1978;Women;Women;4 x 100m Freestyle;Relay;Krause;Barbara;GDR;Europe;GDR;Barbara Krause (GDR);Silver
2519;1978;Women;Women;4 x 100m Freestyle;Relay;Priemer;Petra;GDR;Europe;GDR;Petra Priemer (GDR);Silver
2520;1978;Women;Women;4 x 100m Freestyle;Relay;Amundrud;Gail;CAN;America;CAN;Gail Amundrud (CAN);Bronze
2521;1978;Women;Women;4 x 100m Freestyle;Relay;Garapick;Nancy;CAN;America;CAN;Nancy Garapick (CAN);Bronze
2522;1978;Women;Women;4 x 100m Freestyle;Relay;Sloan;Susan;CAN;America;CAN;Susan Sloan (CAN);Bronze
2523;1978;Women;Women;4 x 100m Freestyle;Relay;Quirk;Wendy;CAN;America;CAN;Wendy Quirk (CAN);Bronze
2557;1978;Women;Women;4 x 100m Medley;Relay;Jezek;Linda;USA;America;USA;Linda Jezek (USA);Gold
2558;1978;Women;Women;4 x 100m Medley;Relay;Caulkins;Tracy;USA;America;USA;Tracy Caulkins (USA);Gold
2559;1978;Women;Women;4 x 100m Medley;Relay;Pennington;Joan;USA;America;USA;Joan Pennington (USA);Gold
2560;1978;Women;Women;4 x 100m Medley;Relay;Woodhead;Cynthia;USA;America;USA;Cynthia Woodhead (USA);Gold
2561;1978;Women;Women;4 x 100m Medley;Relay;Treiber;Birgit;GDR;Europe;GDR;Birgit Treiber (GDR);Silver
2562;1978;Women;Women;4 x 100m Medley;Relay;Reinke;Ramona;GDR;Europe;GDR;Ramona Reinke (GDR);Silver
2563;1978;Women;Women;4 x 100m Medley;Relay;Pollack;Andrea;GDR;Europe;GDR;Andrea Pollack (GDR);Silver
2564;1978;Women;Women;4 x 100m Medley;Relay;Krause;Barbara;GDR;Europe;GDR;Barbara Krause (GDR);Silver
2565;1978;Women;Women;4 x 100m Medley;Relay;Kruglova;Yelena;URS;Europe;URS;Yelena Kruglova (URS);Bronze
2566;1978;Women;Women;4 x 100m Medley;Relay;Bogacheva;Yulia;URS;Europe;URS;Yulia Bogacheva (URS);Bronze
2567;1978;Women;Women;4 x 100m Medley;Relay;Aksyonova;Irina;URS;Europe;URS;Irina Aksyonova (URS);Bronze
2568;1978;Women;Women;4 x 100m Medley;Relay;Tsaryova;Larisa;URS;Europe;URS;Larisa Tsaryova (URS);Bronze
2605;1978;Men;Men;100m Freestyle;Individual;Mccagg;David;USA;America;USA;David Mccagg (USA);Gold
2606;1978;Men;Men;100m Freestyle;Individual;Montgomery;Jim;USA;America;USA;Jim Montgomery (USA);Silver
2607;1978;Men;Men;100m Freestyle;Individual;Steinbach;Klaus;FRG;Europe;FRG;Klaus Steinbach (FRG);Bronze
2657;1978;Men;Men;200m Freestyle;Individual;Forrester;Bill;USA;America;USA;Bill Forrester (USA);Gold
2658;1978;Men;Men;200m Freestyle;Individual;Gaines;Rowdy;USA;America;USA;Rowdy Gaines (USA);Silver
2659;1978;Men;Men;200m Freestyle;Individual;Kopliakov;Sergei;URS;Europe;URS;Sergei Kopliakov (URS);Bronze
2712;1978;Men;Men;400m Freestyle;Individual;Salnikov;Vladimir;URS;Europe;URS;Vladimir Salnikov (URS);Gold
2713;1978;Men;Men;400m Freestyle;Individual;Float;Jeff;USA;America;USA;Jeff Float (USA);Silver
2714;1978;Men;Men;400m Freestyle;Individual;Forrester;Bill;USA;America;USA;Bill Forrester (USA);Bronze
2757;1978;Men;Men;1500m Freestyle;Individual;Salnikov;Vladimir;URS;Europe;URS;Vladimir Salnikov (URS);Gold
2758;1978;Men;Men;1500m Freestyle;Individual;Petric;Borut;YUG;Europe;YUG;Borut Petric (YUG);Silver
2759;1978;Men;Men;1500m Freestyle;Individual;Hackett;Bobby;USA;America;USA;Bobby Hackett (USA);Bronze
2790;1978;Men;Men;100m Butterfly;Individual;Bottom;Joe;USA;America;USA;Joe Bottom (USA);Gold
2791;1978;Men;Men;100m Butterfly;Individual;Jagenburg;Greg;USA;America;USA;Greg Jagenburg (USA);Silver
2792;1978;Men;Men;100m Butterfly;Individual;Arvidsson;Par;SWE;Europe;SWE;Par Arvidsson (SWE);Bronze
2836;1978;Men;Men;200m Butterfly;Individual;Bruner;Mike;USA;America;USA;Mike Bruner (USA);Gold
2837;1978;Men;Men;200m Butterfly;Individual;Gregg;Steve;USA;America;USA;Steve Gregg (USA);Silver
2838;1978;Men;Men;200m Butterfly;Individual;Pyttel;Roger;GDR;Europe;GDR;Roger Pyttel (GDR);Bronze
2873;1978;Men;Men;100m Backstroke;Individual;Jackson;Bob;USA;America;USA;Bob Jackson (USA);Gold
2874;1978;Men;Men;100m Backstroke;Individual;Rocca;Peter;USA;America;USA;Peter Rocca (USA);Silver
2875;1978;Men;Men;100m Backstroke;Individual;Arantes Filho;Romulo;BRA;America;BRA;Romulo Arantes Filho (BRA);Bronze
2913;1978;Men;Men;200m Backstroke;Individual;Vassallo;Jesse;USA;America;USA;Jesse Vassallo (USA);Gold
2914;1978;Men;Men;200m Backstroke;Individual;Hurring;Gary;NZL;Oceania;NZL;Gary Hurring (NZL);Silver
2915;1978;Men;Men;200m Backstroke;Individual;Verraszto;Zoltan;HUN;Europe;HUN;Zoltan Verraszto (HUN);Bronze
2946;1978;Men;Men;100m Breaststroke;Individual;Kusch;Walter;FRG;Europe;FRG;Walter Kusch (FRG);Gold
2947;1978;Men;Men;100m Breaststroke;Individual;Smith;Graham;CAN;America;CAN, BER;Graham Smith (CAN, BER);Silver
2948;1978;Men;Men;100m Breaststroke;Individual;Morken;Gerald;FRG;Europe;FRG;Gerald Morken (FRG);Bronze
2989;1978;Men;Men;200m Breaststroke;Individual;Nevid;Nick;USA;America;USA;Nick Nevid (USA);Gold
2990;1978;Men;Men;200m Breaststroke;Individual;Miskarovs;Arsens;URS;Europe;URS;Arsens Miskarovs (URS);Silver
2991;1978;Men;Men;200m Breaststroke;Individual;Kusch;Walter;FRG;Europe;FRG;Walter Kusch (FRG);Bronze
3027;1978;Men;Men;200m Medley;Individual;Smith;Graham;CAN;America;CAN, BER;Graham Smith (CAN, BER);Gold
3028;1978;Men;Men;200m Medley;Individual;Vassallo;Jesse;USA;America;USA;Jesse Vassallo (USA);Silver
3029;1978;Men;Men;200m Medley;Individual;Sidorenko;Aleksandr;URS;Europe;URS;Aleksandr Sidorenko (URS);Bronze
3066;1978;Men;Men;400m Medley;Individual;Vassallo;Jesse;USA;America;USA;Jesse Vassallo (USA);Gold
3067;1978;Men;Men;400m Medley;Individual;Fesenko;Sergiy;URS;Europe;URS, UKR;Sergiy Fesenko (URS, UKR);Silver
3068;1978;Men;Men;400m Medley;Individual;Hargitay;Andras;HUN;Europe;HUN;Andras Hargitay (HUN);Bronze
3097;1978;Men;Men;4 x 100m Freestyle;Relay;Babashoff;Jack;USA;America;USA;Jack Babashoff (USA);Gold
3098;1978;Men;Men;4 x 100m Freestyle;Relay;Gaines;Rowdy;USA;America;USA;Rowdy Gaines (USA);Gold
3099;1978;Men;Men;4 x 100m Freestyle;Relay;Montgomery;Jim;USA;America;USA;Jim Montgomery (USA);Gold
3100;1978;Men;Men;4 x 100m Freestyle;Relay;Mccagg;David;USA;America;USA;David Mccagg (USA);Gold
3101;1978;Men;Men;4 x 100m Freestyle;Relay;Schmidt;Andreas;FRG;Europe;FRG;Andreas Schmidt (FRG);Silver
3102;1978;Men;Men;4 x 100m Freestyle;Relay;Temps;Ulrich;FRG;Europe;FRG;Ulrich Temps (FRG);Silver
3103;1978;Men;Men;4 x 100m Freestyle;Relay;Knust;Peter;FRG;Europe;FRG;Peter Knust (FRG);Silver
3104;1978;Men;Men;4 x 100m Freestyle;Relay;Steinbach;Klaus;FRG;Europe;FRG;Klaus Steinbach (FRG);Silver
3105;1978;Men;Men;4 x 100m Freestyle;Relay;Holmertz;Pelle;SWE;Europe;SWE;Pelle Holmertz (SWE);Bronze
3106;1978;Men;Men;4 x 100m Freestyle;Relay;Larsson;Daniel;SWE;Europe;SWE;Daniel Larsson (SWE);Bronze
3107;1978;Men;Men;4 x 100m Freestyle;Relay;Quist;Per-Ola;SWE;Europe;SWE;Per-Ola Quist (SWE);Bronze
3108;1978;Men;Men;4 x 100m Freestyle;Relay;Magnusson;Per-Alvar;SWE;Europe;SWE;Per-Alvar Magnusson (SWE);Bronze
3146;1978;Men;Men;4 x 200m Freestyle;Relay;Furniss;Bruce;USA;America;USA;Bruce Furniss (USA);Gold
3147;1978;Men;Men;4 x 200m Freestyle;Relay;Forrester;Bill;USA;America;USA;Bill Forrester (USA);Gold
3148;1978;Men;Men;4 x 200m Freestyle;Relay;Hackett;Bobby;USA;America;USA;Bobby Hackett (USA);Gold
3149;1978;Men;Men;4 x 200m Freestyle;Relay;Gaines;Rowdy;USA;America;USA;Rowdy Gaines (USA);Gold
3150;1978;Men;Men;4 x 200m Freestyle;Relay;Rusin;Sergey;URS;Europe;URS;Sergey Rusin (URS);Silver
3151;1978;Men;Men;4 x 200m Freestyle;Relay;Krylov;Andrey;URS;Europe;URS, RUS;Andrey Krylov (URS, RUS);Silver
3152;1978;Men;Men;4 x 200m Freestyle;Relay;Salnikov;Vladimir;URS;Europe;URS;Vladimir Salnikov (URS);Silver
3153;1978;Men;Men;4 x 200m Freestyle;Relay;Kopliakov;Sergei;URS;Europe;URS;Sergei Kopliakov (URS);Silver
3154;1978;Men;Men;4 x 200m Freestyle;Relay;Schmidt;Andreas;FRG;Europe;FRG;Andreas Schmidt (FRG);Bronze
3155;1978;Men;Men;4 x 200m Freestyle;Relay;Knust;Peter;FRG;Europe;FRG;Peter Knust (FRG);Bronze
3156;1978;Men;Men;4 x 200m Freestyle;Relay;Lippmann;Karsten;FRG;Europe;FRG;Karsten Lippmann (FRG);Bronze
3157;1978;Men;Men;4 x 200m Freestyle;Relay;Wennmann;Frank;FRG;Europe;FRG;Frank Wennmann (FRG);Bronze
3195;1978;Men;Men;4 x 100m Medley;Relay;Jackson;Bob;USA;America;USA;Bob Jackson (USA);Gold
3196;1978;Men;Men;4 x 100m Medley;Relay;Nevid;Nick;USA;America;USA;Nick Nevid (USA);Gold
3197;1978;Men;Men;4 x 100m Medley;Relay;Bottom;Joe;USA;America;USA;Joe Bottom (USA);Gold
3198;1978;Men;Men;4 x 100m Medley;Relay;Mccagg;David;USA;America;USA;David Mccagg (USA);Gold
3199;1978;Men;Men;4 x 100m Medley;Relay;Steinbach;Klaus;FRG;Europe;FRG;Klaus Steinbach (FRG);Silver
3200;1978;Men;Men;4 x 100m Medley;Relay;Kusch;Walter;FRG;Europe;FRG;Walter Kusch (FRG);Silver
3201;1978;Men;Men;4 x 100m Medley;Relay;Kraus;Michael;FRG;Europe;FRG;Michael Kraus (FRG);Silver
3202;1978;Men;Men;4 x 100m Medley;Relay;Schmidt;Andreas;FRG;Europe;FRG;Andreas Schmidt (FRG);Silver
3203;1978;Men;Men;4 x 100m Medley;Relay;Abraham;Gary;GBR;Europe;GBR;Gary Abraham (GBR);Bronze
3204;1978;Men;Men;4 x 100m Medley;Relay;Goodhew;Duncan;GBR;Europe;GBR;Duncan Goodhew (GBR);Bronze
3205;1978;Men;Men;4 x 100m Medley;Relay;Mills;John;GBR;Europe;GBR;John Mills (GBR);Bronze
3206;1978;Men;Men;4 x 100m Medley;Relay;Smith;Martin;GBR;Europe;GBR;Martin Smith (GBR);Bronze
3244;1982;Women;Women;100m Freestyle;Individual;Meineke;Birgit;GDR;Europe;GDR;Birgit Meineke (GDR);Gold
3245;1982;Women;Women;100m Freestyle;Individual;Verstappen;Annemarie;NED;Europe;NED;Annemarie Verstappen (NED);Silver
3246;1982;Women;Women;100m Freestyle;Individual;Sterkel;Jill;USA;America;USA;Jill Sterkel (USA);Bronze
3294;1982;Women;Women;200m Freestyle;Individual;Verstappen;Annemarie;NED;Europe;NED;Annemarie Verstappen (NED);Gold
3295;1982;Women;Women;200m Freestyle;Individual;Meineke;Birgit;GDR;Europe;GDR;Birgit Meineke (GDR);Silver
3296;1982;Women;Women;200m Freestyle;Individual;Maas;Annelles;NED;Europe;NED;Annelles Maas (NED);Bronze
3345;1982;Women;Women;400m Freestyle;Individual;Schmidt;Carmela;GDR;Europe;GDR;Carmela Schmidt (GDR);Gold
3346;1982;Women;Women;400m Freestyle;Individual;Schneider;Petra;GDR;Europe;GDR;Petra Schneider (GDR);Silver
3347;1982;Women;Women;400m Freestyle;Individual;Cohen;Tiffany;USA;America;USA;Tiffany Cohen (USA);Bronze
3383;1982;Women;Women;800m Freestyle;Individual;Linehan;Kim;USA;America;USA;Kim Linehan (USA);Gold
3384;1982;Women;Women;800m Freestyle;Individual;Willmott;Jackie;GBR;Europe;GBR;Jackie Willmott (GBR);Silver
3385;1982;Women;Women;800m Freestyle;Individual;Schmidt;Carmela;GDR;Europe;GDR;Carmela Schmidt (GDR);Bronze
3408;1982;Women;Women;100m Butterfly;Individual;T. Meagher;Mary;USA;America;USA;Mary T. Meagher (USA);Gold
3409;1982;Women;Women;100m Butterfly;Individual;Geissler;Ines;GDR;Europe;GDR;Ines Geissler (GDR);Silver
3410;1982;Women;Women;100m Butterfly;Individual;Buddemeyer;Melanie;USA;America;USA;Melanie Buddemeyer (USA);Bronze
3451;1982;Women;Women;200m Butterfly;Individual;Geissler;Ines;GDR;Europe;GDR;Ines Geissler (GDR);Gold
3452;1982;Women;Women;200m Butterfly;Individual;T. Meagher;Mary;USA;America;USA;Mary T. Meagher (USA);Silver
3453;1982;Women;Women;200m Butterfly;Individual;Dahne;Heike;GDR;Europe;GDR;Heike Dahne (GDR);Bronze
3488;1982;Women;Women;100m Backstroke;Individual;Otto;Kristin;GDR;Europe;GDR;Kristin Otto (GDR);Gold
3489;1982;Women;Women;100m Backstroke;Individual;Kleber;Ina;GDR;Europe;GDR;Ina Kleber (GDR);Silver
3490;1982;Women;Women;100m Backstroke;Individual;Walsh;Sue;USA;America;USA;Sue Walsh (USA);Bronze
3531;1982;Women;Women;200m Backstroke;Individual;Sirch;Cornelia;GDR;Europe;GDR;Cornelia Sirch (GDR);Gold
3532;1982;Women;Women;200m Backstroke;Individual;Parkes;Georgina;AUS;Oceania;AUS;Georgina Parkes (AUS);Silver
3533;1982;Women;Women;200m Backstroke;Individual;Bunaciu;Carmen;ROU;Europe;ROU;Carmen Bunaciu (ROU);Bronze
3572;1982;Women;Women;100m Breaststroke;Individual;Geweniger;Ute;GDR;Europe;GDR;Ute Geweniger (GDR);Gold
3573;1982;Women;Women;100m Breaststroke;Individual;Rhodenbaugh;Kim;USA;America;USA;Kim Rhodenbaugh (USA);Silver
3574;1982;Women;Women;100m Breaststroke;Individual;Ottenbrite;Anne;CAN;America;CAN;Anne Ottenbrite (CAN);Silver
3615;1982;Women;Women;200m Breaststroke;Individual;Varganova;Svetlana;URS;Europe;URS;Svetlana Varganova (URS);Gold
3616;1982;Women;Women;200m Breaststroke;Individual;Geweniger;Ute;GDR;Europe;GDR;Ute Geweniger (GDR);Silver
3617;1982;Women;Women;200m Breaststroke;Individual;Ottenbrite;Anne;CAN;America;CAN;Anne Ottenbrite (CAN);Bronze
3654;1982;Women;Women;200m Medley;Individual;Schneider;Petra;GDR;Europe;GDR;Petra Schneider (GDR);Gold
3655;1982;Women;Women;200m Medley;Individual;Geweniger;Ute;GDR;Europe;GDR;Ute Geweniger (GDR);Silver
3656;1982;Women;Women;200m Medley;Individual;Caulkins;Tracy;USA;America;USA;Tracy Caulkins (USA);Bronze
3694;1982;Women;Women;400m Medley;Individual;Schneider;Petra;GDR;Europe;GDR;Petra Schneider (GDR);Gold
3695;1982;Women;Women;400m Medley;Individual;Nord;Kathleen;GDR;Europe;GDR;Kathleen Nord (GDR);Silver
3696;1982;Women;Women;400m Medley;Individual;Caulkins;Tracy;USA;America;USA;Tracy Caulkins (USA);Bronze
3729;1982;Women;Women;4 x 100m Freestyle;Relay;Meineke;Birgit;GDR;Europe;GDR;Birgit Meineke (GDR);Gold
3730;1982;Women;Women;4 x 100m Freestyle;Relay;Link;Susanne;GDR;Europe;GDR;Susanne Link (GDR);Gold
3731;1982;Women;Women;4 x 100m Freestyle;Relay;Otto;Kristin;GDR;Europe;GDR;Kristin Otto (GDR);Gold
3732;1982;Women;Women;4 x 100m Freestyle;Relay;Metschuk;Caren;GDR;Europe;GDR;Caren Metschuk (GDR);Gold
